text,emotion,category
"Надійний перевірений кваліфікований юрист Олександр Павлович, порядний та готовий розібратися в найбільш складній ситуації",Happiness,Gratitude / Positive Feedback
"Гарний вид зверху, чудове місце для фотографування міста",Happiness,Gratitude / Positive Feedback
"Гірше нема куди, слова зайвого не скажуть, не чого не спитай у них, з таким не задоволенням відповідають, кожне слово потрібно витягувати, я прийшла до них не додому, і хочу нагадати що вони на роботі і роблять свою роботу, а не мені послугу!",Anger,Complaint / Dissatisfaction
"Колись там навчався. Тоді була одна з небагатьох (з 2-х, якщо не помиляюся) українських шкіл. Що зараз – не знаю. Давно не був",Neutral,Neutral Comment
"Прекрасний ВНЗ зі стін якого вийшло багато відмінних фахівців, які залишили свій слід в історії міста, області та країни.",Happiness,Gratitude / Positive Feedback
На кожних дверях тебе намагаються зробити на гроші. Екскурсовод нахабний та хам.,Anger,Complaint / Dissatisfaction
"Жахливе училище, не відправляйте туди своїх дітей. 1 – мало професій.
2 - немає жодного ремонту",Anger,Complaint / Dissatisfaction
"Люди не знають своєї роботи! Працівники максимально не кваліфіковані і не готові виконувати свої обовʼязки згідно з законом. Пані, яка видає талончики, треба ловити в коридорі, вона постійно десь  бігає, забуває, що на неї чекають люди,…",Anger,Complaint / Dissatisfaction
"Я не буду рекомендувати цей університет нікому зі своїх друзів. Схоже, що університет повинен приділяти більше уваги потребам студентів. Потреби, як правильно харчуватися або нормальний туалет. Також зверніть увагу на кваліфікацію вчителів, дійсно низька, і багато з них не мають реальних проектів або досвіду",Anger,Complaint / Dissatisfaction
"В цій автошколі крім того що ви заплатите за навчання з вас вимагатимуть додатково кошти на програму для онлайн навчання (хоча навчаючись в цій програмі вам і ця школа не потрібна) на пальне для здачі іспита, кошти за площадку в ТСЦ МВС на…",Anger,Complaint / Dissatisfaction
Звернулася до ЦНАПу тиждень тому з двох питань... Вирішили все швидко і професійно...,Happiness,Gratitude / Positive Feedback
"Мені дуже подобається студентське життя, адже в коледжі дуже хороші викладачі, які підуть тобі на зустріч, та студенти.Найголовніше моє враження – відчуття свободи, незалежності, усвідомлення зробленого вибору. Я сама вступила до коледжу.…",Happiness,Gratitude / Positive Feedback
"Дякуємо за професіоналізм та порядність, окреме спасибі Олександру Павловичу за грамотно проведену роботу!",Happiness,Gratitude / Positive Feedback
"Чому не піднімаєте трубку , неможливо додзвонитися, гудки йдуть але ніхто не бере або кладуть трубку , що за працівники!!!",Anger,Complaint / Dissatisfaction
Дякую викладачам та інструкторам за надані теоретичні знання та практичні навички водіння в екстремальних умовах осінньо-зимової пори року моїй дружині. Всім рекомендую.,Happiness,Gratitude / Positive Feedback
"Неймовірна краса. Чудовий дизайн, цікаві екскурсіїї.Місце,яке надихає на творчість.",Happiness,Gratitude / Positive Feedback
"Дякую, дуже сподобалося обслуговування. Швидко та зручно!",Happiness,Gratitude / Positive Feedback
"Зверталась у відділ реєстрації-зняття з реєстрації ,кілька днів тому, було досить багато людей як для карантину. Але ж дочекалась своєї черги з затримкою 10-15 хв, все ж мало спеціалістів на прийомі громадян. В результаті залишилась дуже задоволена. Особисто хочу подякувати Райській Ірині, компетентний уважний спеціаліст.",Happiness,Gratitude / Positive Feedback
"Почав ходити в академію КРОК нещодавно, але вже зміг помітити наскільки добре зібрані матеріали для навчання майбутнього фахівця будь-якого напряму в АйТі.
Присутня свіжа інформація, зручно зібраний матеріал для навчання, навчають…",Happiness,Gratitude / Positive Feedback
"Дякую  Віктору Миколайович за надану професійно консультацію по моєму питань,маю бажання співпрацювати і надалі",Happiness,Gratitude / Positive Feedback
"Уточніть, будь ласка, яку саме виплату (для якої категорії осіб) ви маєте на увазі?",Neutral,Question / Request for Help
"Перший раз у Чернівцях і перший раз в цьому чудовому місці.Мені здалося,що воно наповнено магією і думками багатьох поколінь.У захваті!!!Рекомендую",Happiness,Gratitude / Positive Feedback
"Прикольно, але деякі виклади прямий кринж, взагалі не SWAG",Disgust,Complaint / Dissatisfaction
Дуже гарне місце😻 приїхала сюди впеврше рівно рік назад і вже не змогла не повернутись! Літом приїхала вже з документами на вступ в магістратуру. Вхід на територію 10-20 грн. Також можна замовити екскурсію всередину університету на вході у…,Happiness,Gratitude / Positive Feedback
"Я навчаюсь у Комп'ютерній Академії Крок четвертий рік, починав із Першого Кроку, тепер у Малій Академії. За ці роки жодного разу не пошкодував, що батьки віддали мене вчитися сюди. Заняття проходять цікаво, навіть зараз, на дистанційному…",Happiness,Gratitude / Positive Feedback
"Доброго дня!!!Сьогодні складала практичний іспит  перший раз (автомат) ,все пройшло добре ,не допустила жодної помилки .Дякую  екзаменатору Юлії ,дуже приємна і вічлива людина .",Happiness,Gratitude / Positive Feedback
"Комп'ютерна Академія Крок-це грамотний та інноваційний підхід до навчання, високий професіоналізм викладач, комфортна обстановка, незабутні враження",Happiness,Gratitude / Positive Feedback
"Погане враження! Рижкова Катерина Вікторівна, оформила страховку, без моєї згоди. Добре, що я додивилася і вчасно відмовилася. Люди, будьте уважні!",Anger,Complaint / Dissatisfaction
"Адміністратор Шевчук- Малькут, все оперативно і швидко",Happiness,Gratitude / Positive Feedback
"Чудове місце для прогулянок.
Можна побачити білочок, гарну природу та архетектору.",Happiness,Gratitude / Positive Feedback
"Доброго дня) Зверталася до Максима Сергійовича,дуже допоміг у вирішенні питання,ввічливий специаліст,буду радити усим своїм знайомим.Велике Вам дякую Максим Сергійович!!!!!",Happiness,Gratitude / Positive Feedback
"Чудові, компетентні спеціалісти! Допоможуть підкажуть і швидко нададуть кваліфіковану допомогу",Happiness,Gratitude / Positive Feedback
"Був у юриста Олега Вікторовича, спеціаліст відмінний!",Happiness,Gratitude / Positive Feedback
"Досить приємний досвід практичного іспиту (бо, на жаль, мала негативний в Києві на Усенка). Іспит це завжди стресово, але екзаменатор Владислав був дуже людяним, приємним та професійним в спілкуванні. Досить хороші враження, тішусь, що в нас в Прилуках кращий сервіс, ніж в Києві!",Happiness,Gratitude / Positive Feedback
"Вікторе, уточніть, будь ласка, ви маєте на увазі додаткові виплати ВПО, які подати заяву на єВідновлення?",Neutral,Question / Request for Help
"Вже пройшов рік навчання в академії. Хочу висловити подяку викладачам компьютерної академії ""Шаг"". Їх досвід та підхід до навчання дійсно надихаючі. Я завжди відчуваю підтримку, навіть коли здається, що важко подолати новий матеріал. Процес…",Happiness,Gratitude / Positive Feedback
"Доволі серйозний навчальний заклад...
Викладачі добре викладають, з дисципліною все добре і дають знання достойні.",Happiness,Gratitude / Positive Feedback
я тут хоч і не навчався але подивіться як чудово виглядає Інститут Каразіна.,Happiness,Gratitude / Positive Feedback
"Замовляла кадастровий номер, все зробили вчасно і за адекватну ціну. Приємні співробітники. Буду радити знайомим.",Happiness,Gratitude / Positive Feedback
"У компанії працюють професіонали своєї справи. За кілька років компанія із молодої зросла  до професійної, поважної юридичної  фірми з впізнаваним брендом і найкращими юристами. Зверталися за послугами до Т. Бачинського та юристів з різних…",Happiness,Gratitude / Positive Feedback
Був на консультації в Сергія Олександровича все сподобалось.,Happiness,Gratitude / Positive Feedback
"Дуже приємний персонал та серйозна компанія! Звернулись за візою, все зробили в терміни та як обіцяли!!!",Happiness,Gratitude / Positive Feedback
"Цікаво, чому всі цивілізовані держави не додумалися ще до цього? Це ж так просто, використовувати блокчейн і все буде добре.",Surprise,Suggestion / Idea
"Тільки на словах обіцяють, а на ділі нічого не вирішують!!! Гроші дарма викинули! Не рекомендую",Anger,Complaint / Dissatisfaction
"не раджу зв'язуватися, ціни сильно завищені, якість робіт сумнівна",Anger,Complaint / Dissatisfaction
"Неможливо додзвонитися,навіщо тоді писати,номери телефонів!",Anger,Complaint / Dissatisfaction
"Коли зайшов у туалет на другому поверсі коло Б класу зайшов у тузик, а там у середині тузика все обсране. Ну а так школа весела, дякую що прийняли на роботу Наталю Л.М., але уявляю, що мені училка дає підручник на якому написано ""2"".",Disgust,Complaint / Dissatisfaction
Один із символів Львова. З даху ратуші відкривається чудовий краєвид на все старе місто.,Happiness,Gratitude / Positive Feedback
"Викликають повагу професіоналізм, точність та діловий підхід При необхідності звертатимемося.",Happiness,Gratitude / Positive Feedback
"Мені дуже сподобалося навчання в школі (навчаюся на даний момент у цій школі) практично всі вчителі в школі які вели у мене уроки добре викладали (особливо Сердечний Віталій Сергійович-вчитель html/css,javascript та інших мов програмування.…",Happiness,Gratitude / Positive Feedback
"Це кошмар! Чотири години простояти в черзі (Так 4!!! Карл), і отримати відповідь на питання, що цікавить, за 10 хвилин.",Anger,Complaint / Dissatisfaction
"Найкращі працівники !!!Реєструвала сьогодні причіп , все пройшло швидко,якісно, на найвищому рівні обслуговування. Оплатить допомогли на місці. Рекомендую всім навчитися так працювати! Дякую",Happiness,Gratitude / Positive Feedback
"Чудовий навчальний заклад.Освітній рівень на висоті.Викладацький склад достойний.Для студентів проживання в гуртожитках,можна зняти житло в місті.Добратись з Ніжина і в Ніжин по залізниці або авто транспортом.",Happiness,Gratitude / Positive Feedback
"Кваліфікований спеціаліст, знавець своєї справи, відмінна людина. Дуже рекомендую.",Happiness,Gratitude / Positive Feedback
"Відмінне місце, де можна вибрати собі друга на все життя!
Притулок працює і у вихідні, що дуже великий плюс! Нашого хлопчика ми взяли цуценям (йому було приблизно 7 місяців) восени. Ми приїхали у вихідний день,…",Happiness,Gratitude / Positive Feedback
"Шахрайство з боку Прилуцької податкової інспекції - висилають платіжки заборгованістю не отримувачу особисто, а в сільські ради чи бібліотеки. Чому наприклад платіжки за світло, газ та жкх приходять особисто на мою адресу, а платіжки з…",Anger,Complaint / Dissatisfaction
Дякую за консультацію Роману Володимировичу. Все розповів доступно і зрозуміло з приводу оформлення пенсії. Дякую.,Happiness,Gratitude / Positive Feedback
Графік роботи не зрозумілий. Пише що до 19.00 а приїхав в 17.30 -зачинено. Телефони не відповідають.,Anger,Complaint / Dissatisfaction
"Відмінний сервіс!
Ставив на облік новий транспортний засіб. Уся процедура зайняла 35 хвилин!
Велике дякую співробітникам, що так швидко та якісно роблять свою роботу!",Happiness,Gratitude / Positive Feedback
"Чудо України!!! Щоразу відкриваю все нову красу і загадковість у цьому неймовірному місці. Атмосфера спокою, розкоші і величі. Люблю це місце. Всім рекомендую побувати тут і зробити яскраві фото.",Happiness,Gratitude / Positive Feedback
"Дуже швидко, ввічливо і комфортно. Електронна черга, запис онлайн, все працює",Happiness,Gratitude / Positive Feedback
"Не знаю у кого то може на 5 і не дотягує, але я скільки не звертався, завжди все проходило на висоті.",Happiness,Gratitude / Positive Feedback
Власенко Т. О. і Сизоненко К. О. - найкращі мої викладачі.,Happiness,Gratitude / Positive Feedback
"Щиро вдячна працівникам Сервісного центру МВС 7442 за якісне та швидке обслуговування. Окрема подяка Тарнопольському Олександру за увагу, толерантність та професійність.
Ура! Я також водій!",Happiness,Gratitude / Positive Feedback
"Одразу дозвонилась , що є рідкістю.
Милий і компетентний працівник .",Happiness,Gratitude / Positive Feedback
"Професійний і привітний персонал, бажання розібратися в конкретній ситуації",Happiness,Gratitude / Positive Feedback
Якщо вже ремонт зробив буде надана допомога? Заявку на пошкоджене майно давав ще минулою весною,Neutral,Question / Request for Help
Я звертався до Довженко Валерії Юрієвни то дуже задоволений 💪👍👍👍👍👍👍👍👍👍…,Happiness,Gratitude / Positive Feedback
Вміли раніше будувати і вкладали душу. Не те що зараз! Особливо слід відзначити дах,Sadness,Complaint / Dissatisfaction
"Сьогоднішній візит був знущанням над усіма людьми. Була з 9:00 до 10:30 під номером 0935, черга за цей час з 0922 не двигалась ніяк. Я пішла, і прийшла о 12:44 приймали номер 0938. Це як взагалі. І далі взявши новий талон почала чекати. О…",Anger,Complaint / Dissatisfaction
Дівчатка в паспортному відділі молодці. Дуже приємна атмосфера. Дуже добрий цнап та робітники. Всім рекомендую.,Happiness,Gratitude / Positive Feedback
"Це місце, де у свідоцтві про народження зроблять три помилки. Якщо їх потрібно буде виправити, чекатимете дуже довго. Будьте уважні при отриманні документів",Anger,Complaint / Dissatisfaction
"Відмінне обслуговування, приємний персонал, все було чудово",Happiness,Gratitude / Positive Feedback
"Дякуємо колективу ЦНАП м. Черкаси та, особливо, І.В. Волошину за професіоналізм, старанність і людяність.
ЦНАП м. Черкаси працює чудово та надає населенню дійсно якісні адміністративні…",Happiness,Gratitude / Positive Feedback
"Склала практичний іспит після вже зневіри і спроб подолати цей шлях в Києві. Мрео - прекрасне! Талони взяти реально, очікування не довге. Після іспиту отримала права на руки хвилин через 15-20. Ви неймовірні просто. Дякую за Вашу роботу!…",Happiness,Gratitude / Positive Feedback
Найкращий і старий політехнічний інститут у Харкові.,Happiness,Gratitude / Positive Feedback
"Неможливо додзвонитися тиждень, телефони всі відключені, таке ставлення до клієнтів, знайшли інший варіант, дуже дякую! 👎…",Anger,Complaint / Dissatisfaction
"У сина температура була 38, державна швидка відмовилася приїжджати. Викликали Айболіт. Дуже швидко приїхали, подивилися дитину, зробили укол і виписали рецепт.",Happiness,Gratitude / Positive Feedback
Дуже сподобалось у відділі біомедичних документів. Співробітники ввічливі. Сервіс гарний. Задоволена роботою денного відділу.,Happiness,Gratitude / Positive Feedback
"Судові засідання ніколи не розпочинаються вчасно. Навіть якщо призначають засідання на 8.30, суддя у найкращому разі до 9.30 лише приходить. До речі, начальника суду також немає на робочому місці 😂…",Anger,Complaint / Dissatisfaction
"Дуже задоволена юристом Олегом Вікторовичем, рекомендую",Happiness,Gratitude / Positive Feedback
Дуже задоволений роботою Дениса Рябініна. Професійно та швидко вирішив мою справу. Рекомендую!,Happiness,Gratitude / Positive Feedback
Подобається доступність надання матеріалу. Та можливість задати питання у зручний час безпосередньо викладачу.,Happiness,Gratitude / Positive Feedback
"Затишно, тихо, привітний персонал
Є зал для читання, також є комп'ютери, за якими можете попрацювати
Ставлю високий бал 😌…",Happiness,Gratitude / Positive Feedback
Дуже сподобалось за 10хв зробили нове свідоцтво дитині працівниці дуже ввічливі і роботящі за свідоцтво я заплатила 350,Happiness,Gratitude / Positive Feedback
"Дуже вдячна працівникам ЦНАП. Пішли назустріч, допомогли вирішити питання, з яким я боялась буде все дуже складно.
Враховуючи, що я ще й спеціально з Києва приїжджала. Чудовий сервіс.",Happiness,Gratitude / Positive Feedback
"Що за графік роботи у них Ооо??? 2 години на тиждень, жерсть.",Anger,Complaint / Dissatisfaction
"Ввічливий персонал, допоможуть, підкажуть, покажуть, але якщо ви адекватні. За хамство отримаєте хамство)))) зараз прийом тільки по созвону, і дозвонитись, буває тяжко, є вайбер в якому досить швидко відповідають.",Neutral,Neutral Comment
"Дякую Ірині Олегівні, за допомогу, за якісне надання послуг. Як добре, коли є кваліфіковані спеціалісти як Ірина Олегівна.
Ірино Олегівно, завжди ми будемо звертатися тільки до Вас. Дякую Вам велике.",Happiness,Gratitude / Positive Feedback
"Черга як у блокадному місті, ішло 21 століття люди щоб потрапити до 11 дня займають чергу у 8 ранках",Anger,Complaint / Dissatisfaction
"Хороший тим що завжди можна дістати мед.спирту.І це ооооочень великий плюс, коротший заклад клас.Всім працювати, вчиться -сюди.",Happiness,Gratitude / Positive Feedback
"Так якраз на дім на колесах, щоб якщо знов буде якась хрінь, то можна було зразу переїхати і миттєво інтегруватись. Правда не ахті трейлер за такі гроші буде, але дім як не як.",Neutral,Suggestion / Idea
"Персонал ввічливий, все організовано, без пртблем отримали потрібну  довідку. Єдине що довелось трішки почекати на вулиці, але то наші цьогорічні covid_реалії",Happiness,Gratitude / Positive Feedback
"Горжусь, що в Україні є такі місця, раджу дочекатись екскурсовода і почути все детальніше і побачити більше",Happiness,Gratitude / Positive Feedback
"Робили свідоцтво про народження дитини через програму Дія, а тут отримували.
За вказаним номером телефону надали всю необхідну інформацію. Чоловік швидко отримав, без черг. Працівниця дуже ввічлива і приємна.",Happiness,Gratitude / Positive Feedback
З цього варто розпочати екскурсію Старим містом Львова,Neutral,Suggestion / Idea
Відношеня жахливе ходили на 15.00 оговорили зврання підлаштували під цей час інші звняття але потім позвонили і поставили перел фактом що наш час віддвють іншій учениці так як вони неихотять ходити на свій домовленний час і як нам сказали…,Anger,Complaint / Dissatisfaction
"Диспетчер не уміє розмовляти спокійним тоном, обізвала мене  тупою, на мої зауваження не реагувала. Перший раз приїхали, не захотіли почистити трубу, сказали забиті колодязі, приїхав водоканал почистив колодязі, я почала їм телефонувати, на…",Anger,Complaint / Dissatisfaction
"працюють хамки, ставлення до відвідувача жахливе, таке враження, що вона за свої гроші робить мені паспорт... огидне враження про цей відділ. корисність терміналу з співробітником, що поряд стоїть, не оцінила))",Disgust,Complaint / Dissatisfaction
"Олег Олексійович народився у Києві та прожив тут усе своє життя. У свої 74 роки він має три освіти, повагу серед своїх колег та добрих приятелів навколо. Але найбільше чого він потребує - це опіки та любові.  Син пана Олега загинув у російсько-українській війні, боронячи нашу державу. Більше нікого з близьких у нього немає. Кількома роками раніше чоловік потрапив в ДТП, і відтоді його життя змінилося безповоротно. Олег Олексійович потребує постійного догляду та допомоги у домашніх справах.   «У мене є три вищих освіти: легка промисловість, технічна і медична. Я працював лікарем-раділогом. Робота небезпечна, і рік роботи рахують за два, тому на пенсію був змушений піти в 50 років. Незадовго після - потрапив в автомобільну аварію і зламав хребет, тому не міг ходити», - розповідає Олег Чернишев.   Детальніше за посиланням: https://caritas.kyiv.ua   #Карітас_Київ #адвокація_сталих_послуг",Sadness,Question / Request for Help
"Відомий багатьом за однойменним сортом огірків, Ніжин цікавий і з погляду історії та архітектури. Одна з центральних вулиць міста майже повністю складається із церков. Крім того, у Ніжині є старовинна аптека, відкрита лікарем гусарського…",Neutral,Neutral Comment
"Дуже круте місце, добрі викладачі, котрі добре розповідають матеріал. Знаходиться поряд зі станцією метро Гагаріна, що робить його місце розташування дуже зручним.",Happiness,Gratitude / Positive Feedback
"Чудова архітектура, казковий ботанічний сад. Більше нічого не розповідаю - ідіть та дивіться самі. Раджу йти з екскурсією",Happiness,Suggestion / Idea
"Звертався щодо приватизації земельної ділянки в садовому кооперативі. Спочатку з'ясували приблизні терміни та вартість. Робили все в загальному порядку, оскільки тривалість процесу приватизації не важлива.…",Neutral,Neutral Comment
"Чудовий навчальний заклад, прекрасний колектив. Постійно займаються з дітьми, організовують різні свята та активності. Дитина в захваті та в чудовому настрої від відвідування.…",Happiness,Gratitude / Positive Feedback
Дякую дівчаткам на рецепції за їх компетентність та допомогу)Все вирішили дуже швидко і професійно!,Happiness,Gratitude / Positive Feedback
"Дівчата адміністратори у відділі оформлення паспортів дуже приємні, ввічливі та доброзичливі. Загалом сервіс з оформлення біомедичних документів налагоджено на професійному рівні. Особлива подяка Адміністратору Олені Вікторові. Дуже порядна, терпляче та загалом приємна дівчина. Подякував.",Happiness,Gratitude / Positive Feedback
Подала документи до відділу біометрії. Все чудово. Дякую.,Happiness,Gratitude / Positive Feedback
"Дуже задоволенні
Привітний персонал,в черзі довго не стояли",Happiness,Gratitude / Positive Feedback
"Здала документи на біометричні паспорти. Все швидко, добре та з душею. Рекомендую.",Happiness,Gratitude / Positive Feedback
"Тиждень тому закінчила Інтенсив від Alter School. Я в захваті!)))
Якщо хочете зарядитись новими емоціями, дізнатися «працюючі фішечки» в ораторському мистецтві, розкріпачитися, та й загалом краще впізнати себе – Вам однозначно…",Happiness,Gratitude / Positive Feedback
"чисті приміщення та швидка робота , дякую за старання",Happiness,Gratitude / Positive Feedback
"Щиро дякуємо за теплий і швидкий прийом. Навіть тривоги не вплинули на настрій співробітників. Здавати було легко, адже мене навчав високо кваліфікований інструктор. Здавала іспит з підтримкою, все коректно було подано, роз'яснено, тож здача була на високому рівні. Рекомендую цей сервісний центр усім хто хоче здати з першого разу.",Happiness,Gratitude / Positive Feedback
"Одним словом «шарашкіна контора» які не знають навіть спілкуватися з людьми. Бідні люди які вистоюють під дверми по цілому дню , а то й більше  ні з- за чого тому що нема навіть кому і обʼяснити.  І де прейскурант на ціни?  Вони з кожного…",Anger,Complaint / Dissatisfaction
"Отримали масу задоволення від екскурсії університетом та територією. Незвичайна архітектура, велич та краса. Усередині будівлі добре все збереглося. Жаль, що була закрита мармурова кімната на реконструкцію, є що подивитися. Рекомендую до…",Happiness,Gratitude / Positive Feedback
"ШАГ- це місце де тобі дають справжні гарні знання. Під час навчання,я дізнався багато нового і цікавого. Вчителі в академії дуже гарно пояснюють матеріал,тому з розумінням його ніколи не буває проблем, велика вдячність вчителям за їх…",Happiness,Gratitude / Positive Feedback
"Національний юридичний університет імені Ярослава Мудрого у Харкові — це справжня навчальна фортеця для майбутніх юристів. Його високоякісна освіта, досвідчений викладацький склад та інноваційні підходи до навчання забезпечують студентам не…",Happiness,Gratitude / Positive Feedback
"Неодноразово звертався за допомогою та кваліфікованою консультацією із землевпорядних питань. Потім радив друзям. Все швидко, якісно та в обумовлені терміни. Все робиться у законному руслі. Після багаторічного досвіду спілкування з «вирішувачами» залишився дуже задоволеним. Рекомендую!",Happiness,Gratitude / Positive Feedback
"Для нашої родини навчатися в академії КРОК – це вже традиція. Спочатку в академії навчався мій старший син. Оцінивши високу якість викладання та професійний підхід у навчанні сина, за кілька років до академії вступила і я. Тепер уже…",Happiness,Gratitude / Positive Feedback
"Була на консультації у юриста Максима Юрійовича, прийняли ввічливо, пояснили все доступно, залишилася довольна",Happiness,Gratitude / Positive Feedback
"Звертався з пенсійних питань.
Консультацію отримав.
Дякую Олександру Павловичу.",Happiness,Gratitude / Positive Feedback
Гаряча лінія взагалі не працює і не тільки я обурена цим,Anger,Complaint / Dissatisfaction
"Була нещодавно на консультації у Олександра Павловича дуже сподобалась консультація, дякую за такі кваліфіковані відповіді на мої питання",Happiness,Gratitude / Positive Feedback
"Дякую відділу з нерухомості за професіоналізм, розуміння справи та швидке вирішення мого питання. Рекомендую звертатися при потребі.",Happiness,Gratitude / Positive Feedback
"Сучасний сервісний центр, бувають остаточно свої недоліки, але загалом враження позитивні.",Happiness,Gratitude / Positive Feedback
Були в центрі на консультації у Романа Володимировича. Відповіді на всі питання отримали. Дякую.,Happiness,Gratitude / Positive Feedback
"Сьогодні була на консультації у юриста Олега Вікторовича, все доступно пояснив, рекомендую",Happiness,Gratitude / Positive Feedback
"Маю змогу навчатися на економічному факультеті, який я дуже люблю.На ньому самі кращі викладачі, студенти.Якщо б мене хтось запитався куди іти навчатись , я б без вагань сказала , що на економічний факультет ЧНУ ім. Федьковича.",Happiness,Gratitude / Positive Feedback
"не реально додзвонитися, тупо не беруть слухавку ""ГАНЬБА""",Anger,Complaint / Dissatisfaction
"Оформляли кадастровий на ділянку, залишилися задоволені послугою, рекомендуватимемо знайомим!",Happiness,Gratitude / Positive Feedback
"Доброго дня, ми дуже засмутилися коли піднялися до каси вежі, що нема пільг для інвалідів 3ї групи, всюди де ми були нам знижку давали 50% на квитки,  звісно 40 грн мабуть, що це не гроші, але це ж міська рада!!! Держаний орган влади!!!",Sadness,Complaint / Dissatisfaction
"На жаль, в такому випадку подати заяву не вдасться. Радимо звернутися до забудовника.",Sadness,Suggestion / Idea
Нещодавно були на консультації у Валерії Олексіївни. Майстер своєї справи!!!!! Дуже кваліфікована. Залишились задоволені! Найкраща!,Happiness,Gratitude / Positive Feedback
Тут дуже хороші люди вислухають дадуть відповідь на всі питання і допоможуть вам.,Happiness,Gratitude / Positive Feedback
Моторошне місце. При 33 градусах та повному холі людей не включили навіть кондиціонер ситуація 26.06.2021,Anger,Complaint / Dissatisfaction
"Закінчи цей університет у 2014 році. І що можу сказати, якщо хочеш вчитися, то будеш. А то читаю тут то викладачі не цікаві, але ж ви самі обрали цей шлях і скаржитесь. Університет чудовий.",Happiness,Gratitude / Positive Feedback
"Як просрати пів дня в черзі
Все просто, прийдіть сюди
Робота з 8.00, але прийом громадян з 10.00…",Anger,Complaint / Dissatisfaction
"моє питання вирішують вже практично 2 місяця, юрист який за мною закріплений постійно мене годує завтраками, і видумує постійно якісь відмазки.
Я не можу практично неділю дозвонитись ні на один номер і мені не…",Anger,Complaint / Dissatisfaction
"Порівняно з іншими курсами, відразу видно, що серйозний підхід, онлайн щоденник і багато плюшок.",Happiness,Gratitude / Positive Feedback
"Навчаюся на другому курсі заочного відділення, все норм, виклади супер, грошей не вимагають, на заліках не валять.",Happiness,Gratitude / Positive Feedback
"Була на консультації у Станіслава Васильовича – він швидко та якісно вирішив усі мої питання! Щиро дякую за професіоналізм.
Отримала висококласну допомогу та позитивний результат. Консультації були…",Happiness,Gratitude / Positive Feedback
"Це тільки за житло? А за нежитлові приміщення положена компенсація? Якщо так, то де надавати заяву?",Neutral,Question / Request for Help
"Я із задоволенням навчаюсь в Академії вже шостий рік. Мені дуже подобається стиль викладання та предмети, що пропонуються для вивчення. Усі вчителі намагаються зацікавити своїм предметом, добре все пояснюють. Відмінний навчальний заклад.…",Happiness,Gratitude / Positive Feedback
